0.251094,0,0.382335,1.03333,61
0.261473,0,0.309658,1.05,62
0.27069,0,0.494684,1.06667,63
0.278704,0,0.000163443,1.08333,64
0.28548,0,0.312559,1.1,65
0.290988,0,0.00938778,1.11667,66
0.295204,0,0.290019,1.13333,67
0.298107,0,0.364938,1.15,68
0.299686,0,0.000407095,1.16667,69
0.299934,0,0.211652,1.18333,70
0.298849,0,0.265683,1.2,71
0.296437,0,0.412541,1.21667,72
0.292707,0,0.00348511,1.23333,73
0.287677,0,1.85394e-05,1.25,74
0.281369,0,0.0805438,1.26667,75
0.273811,0,0.0818614,1.28333,76
0.265037,0,0.112158,1.3,77
0.255085,0,0.0886462,1.31667,78
0.243999,0,0.0010001,1.33333,79
0.23183,0,0.0073922,1.35,80
0.21863,0,0.33534,1.36667,81
0.20446,0,0.356698,1.38333,82
0.189381,0,0.27054,1.4,83
0.17346,0,0.000186843,1.41667,84
0.156769,0,0.0638903,1.43333,85
0.139381,0,0.789126,1.45,86
0.121375,0,0.137907,1.46667,87
0.102828,0,0.164664,1.48333,88
0.0838255,0,0.000812903,1.5,89
0.0644501,0,0.0724068,1.51667,90
0.0447884,0,0.311946,1.53333,91
0.0249277,0,0.147382,1.55,92
0.0049563,0,0.312051,1.56667,93
0.0150371,0,0.134663,1.58333,94
0.0349638,0,0.109906,1.6,95
0.0547351,0,0.301536,1.61667,96
0.0742632,0,0.214644,1.63333,97
0.0934614,0,0.337785,1.65,98
0.112244,0,0.00124394,1.66667,99
0.130529,0,0.218478,1.68333,100
0.148233,0,0.0845629,1.7,101
0.165279,0,0.399534,1.71667,102
3.63181,0,4.79563,1.73333,103
3.9419,0,2.70614,1.75,104
4.23448,0,2.30683,1.76667,105
4.50825,0,7.41542,1.78333,106
4.76199,0,5.81517,1.8,107
4.99458,0,2.75214,1.81667,108
5.20497,0,0.0228807,1.83333,109
5.39224,0,5.69022,1.85,110
5.55555,0,8.246,1.86667,111
5.69418,0,-9.46596,1.88333,112
5.80751,0,3.75067,1.9,113
5.89504,0,-2.69809,1.91667,114
5.95638,0,-6.27619,1.93333,115
5.99126,0,-2.405,1.95,116
5.99952,0,1.20248,1.96667,117
5.98112,0,2.63917,1.98333,118
5.93615,0,0.0381088,2,119
5.86481,0,7.47639,2.01667,120
5.76741,0,6.25801,2.03333,121
5.64439,0,-8.50057,2.05,122
5.4963,0,9.17704,2.06667,123
5.32378,0,2.71012,2.08333,124
5.12761,0,-4.2226,2.1,125
4.90866,0,11.526,2.11667,126
4.6679,0,7.81489,2.13333,127
4.4064,0,13.3879,2.15,128
4.12533,0,0.0329075,2.16667,129
3.82593,0,-2.29469,2.18333,130
0.175476,0,0.21118,2.2,131
0.158877,0,0.315682,2.21667,132
0.141572,0,0.00783698,2.23333,133
0.123637,0,0.000580194,2.25,134
0.105153,0,0.312942,2.26667,135
0.0862025,0,0.211874,2.28333,136
0.0668687,0,0.214032,2.3,137
0.0472378,0,0.313837,2.31667,138
0.027397,0,0.00219563,2.33333,139
0.00743446,0,0.0628497,2.35,140
0.0125611,0,0.359921,2.36667,141
0.0325008,0,0.458543,2.38333,142
0.0522962,0,0.342204,2.4,143
0.0718592,0,0.000660306,2.41667,144
0.0911029,0,0.314354,2.43333,145
0.109942,0,0.386704,2.45,146
0.128292,0,0.107411,2.46667,147
0.146073,0,0.242178,2.48333,148
0.163205,0,0.00161679,2.5,149
0.179611,0,0.282559,2.51666,150
0.19522,0,0.181684,2.53333,151
0.209961,0,0.519117,2.55,152
0.223769,0,0.0802911,2.56666,153
0.236584,0,0.134944,2.58333,154
0.248347,0,0.0896002,2.6,155
0.259007,0,0.281426,2.61666,156
0.268516,0,0.239589,2.63333,157
0.276832,0,0.0163972,2.65,158
0.283918,0,0.00333811,2.66666,159
0.289743,0,0.44009,2.68333,160
0.29428,0,0.140991,2.7,161
0.297511,0,0.315486,2.71666,162
0.299419,0,0.412117,2.73333,163
0.299997,0,0.000617257,2.75,164
0.299242,0,0.258903,2.76666,165
0.297158,0,0.255532,2.78333,166
0.293754,0,0.166446,2.8,167
0.289044,0,0.341354,2.81666,168
0.283051,0,0.00210962,2.83333,169
0.2758,0,0.0902324,2.85,170
0.267323,0,0.0372443,2.86666,171
0.257659,0,0.196801,2.88333,172
0.24685,0,0.790797,2.9,173
0.234944,0,0.135916,2.91666,174
0.221995,0,0.160282,2.93333,175
0.208059,0,0.35094,2.95,176
0.193199,0,0.0134377,2.96666,177
0.177481,0,0.338533,2.98333,178
0.160974,0,0.00298251,3,179
0.143752,0,0.012478,3.01666,180
0.125891,0,0.0798095,3.03333,181
0.107471,0,0.416429,3.05,182
0.0885737,0,0.21034,3.06666,183
0.0692827,0,0.134398,3.08333,184
0.0496839,0,0.011731,3.1,185
0.0298643,0,0.403826,3.11666,186
0.00991211,0,0.310532,3.13333,187
0.0100842,0,0.0939313,3.15,188
0.0300356,0,0.0025592,3.16666,189
0.0498537,0,0.237872,3.18333,190
0.0694502,0,0.137984,3.2,191
0.0887382,0,0.277488,3.21666,192
0.107632,0,0.438865,3.23333,193
0.126048,0,0.135109,3.25,194
0.143903,0,0.33801,3.26666,195
0.161119,0,0.104329,3.28333,196
0.17762,0,0.240024,3.3,197
3.86662,0,-0.668596,3.31666,198
4.16367,0,0.0848533,3.33333,199
